Key,russian
downtown_filler_31,"Авто Джек"
downtown_filler_park_01,"Наполнитель парка 1"
downtown_filler_park_02,"Наполнитель парка 2"
downtown_filler_park_03,"Наполнитель парка 3"
downtown_filler_park_04,"Наполнитель парка 4"
downtown_filler_park_05,"Наполнитель парка 5"
downtown_filler_plaza_01,"Площадь 1"
downtown_filler_plaza_02,"Площадь 2"
downtown_filler_plaza_03,"Площадь 3"
downtown_filler_plaza_04,"Площадь 4"
downtown_filler_plaza_05,"Площадь 5"
downtown_strip_01,"King O Law"
downtown_strip_02,"Munchz Carpet"
downtown_strip_03,"Склад в центре города"
downtown_strip_04,"Комплекс 4"
downtown_strip_05,"Комплекс 5"
downtown_strip_06,"Комплекс 6"
downtown_strip_07,"Комплекс 7"
downtown_strip_09,"Пекарня Бела"
downtown_strip_10,"Театр для взрослых"
downtown_strip_11,"Мужской клуб Diamonds"
factory_03,"Завод Pop-N-Pills"
factory_lg_01,"Завод Shamway"
factory_lg_02,"дробовик Messiah заводской"
farm_01,"Ранчо Jericho"
farm_02,"Ферма 2"
farm_03,"Ферма 3"
farm_04,"Сельский ветеринар"
farm_05,"Ферма 5"
farm_07,"ферма 7"
farm_08,"ферма 8"
farm_10,"ферма 10"
farm_11,"ферма 11"
farm_12,"ферма 12"
farm_14,"ферма 14"
fastfood_01,"Prowlin Petes"
fastfood_02,"Hurry Harry's"
fastfood_03,"Berserk Bills"
fastfood_04,"Fats еда"
field_concert_01,"Поле для концертов"
fire_station_01,"Пожарная часть 7"
fire_station_02,"Пожарная часть 2"
fire_station_03,"Пожарная часть 1"
football_stadium,"Футбольный стадион"
funeral_home_01,"Amigone Funeral"
garage_01,"Гараж 1"
garage_02,"Гараж 2"
garage_07,"Недостроенный дом"
gas_station_01,"АЗС 1"
gas_station_02,"АЗС 2"
gas_station_03,"АЗС 3"
gas_station_04,"АЗС 4"
gas_station_05,"АЗС 5"
gas_station_06,"АЗС 6"
gas_station_07,"АЗС 7"
gas_station_08,"АЗС 8"
gas_station_09,"АЗС 9"
gas_station_10,"АЗС 10"
gas_station_11,"Jerry's Fill газ"
gravestowne_city_blk_01,"Городской квартал Грейвстоун"
gravestowne_city_blk_half,"Городской полублок Грейвстоуна"
gravestowne_city_blk_quarter,"Городской полублок Грейвстоуна"
gravestowne_city_sign_01,"Городской знак Грэйвстауна"
gravestowne_street_crater_01,"Кратер города Грейвстоун"
hospital_01,"Больница Pop-N-Pills"
hotel_01,"Отель Зомбона"
hotel_new_01,"Отель"
hotel_ostrich,"Отель Ostrich"
hotel_roadside_01,"Мотель Eight"
hotel_roadside_02,"Day's конец Suites"
house_burnt_01,"Сгоревший дом 1"
house_burnt_02,"Сгоревший дом 2"
house_burnt_03,"Сгоревший дом 3"
house_burnt_04,"Сгоревший дом 4"
house_burnt_05,"Сгоревший дом 5"
house_burnt_06,"Сгоревший дом 6"
house_construction_01,"Строительный участок 1"
house_construction_02,"Строительный участок 2"
house_country_01,"Загородный дом"
house_modern_01,"Современный дом 1"
house_modern_02,"Современный дом 2"
house_modern_03,"Современный дом 3"
house_modern_04,"Современный дом 4"
house_modern_05,"Современный дом 5"
house_modern_06,"Современный дом 6"
house_modern_07,"Современный дом 7"
house_modern_08,"Современный дом 8"
house_modern_09,"Современный дом 9"
house_modern_10,"Современный дом 10"
house_modern_11,"Современный дом 11"
house_modern_12,"Современный дом 12"
house_modern_13,"Современный дом 13"
house_modern_14,"Современный дом 14"
house_modern_15,"Современный дом 15"
house_modern_16,"Современный дом 16"
house_modern_17,"Современный дом 17"
house_modern_18,"Современный дом 18"
house_modern_19,"Современный дом 19"
house_modern_20,"Современный дом 20"
house_modern_21,"Современный дом 21"
house_modern_22,"Современный дом 22"
house_modern_23,"Современный дом 23"
house_old_bungalow_01,"Дом-бунгало 1"
house_old_bungalow_02,"Дом-бунгало 2"
house_old_bungalow_03,"Дом-бунгало 3"
house_old_bungalow_04,"Дом-бунгало 4"
house_old_bungalow_05,"Дом-бунгало 5"
house_old_bungalow_06,"Дом-бунгало 6"
house_old_bungalow_07,"Дом-бунгало 7"
house_old_bungalow_08,"Дом-бунгало 8"
house_old_bungalow_09,"Дом-бунгало 9"
house_old_bungalow_10,"Дом-бунгало 10"
house_old_bungalow_11,"Дом-бунгало 11"
house_old_bungalow_12,"Дом-бунгало 12"
house_old_cottage_01_detail,"Деталь старого коттеджа"
house_old_cottage_01_path,"Тропинка к старому коттеджу"
house_old_cottage_01_sleeper,"Спящий в старом коттедже"
house_old_gambrel_01,"Гамбрельный дом 1"
house_old_gambrel_02,"Гамбрельный дом 2"
house_old_gambrel_03,"Гамбрельный дом 3"
house_old_gambrel_04,"Гамбрельный дом 4"
house_old_mansard_01,"Старый мансардный дом 1"
house_old_mansard_02,"Старый мансардный дом 2"
house_old_mansard_03,"Старый мансардный дом 3"
house_old_mansard_04,"Старый мансардный дом 4"
house_old_mansard_05,"Старый мансардный дом 5"
house_old_mansard_06,"Старый мансардный дом 6"
house_old_modular_01,"Модульный дом 1"
house_old_modular_02,"Модульный дом 2"
house_old_modular_03,"Модульный дом 3"
house_old_modular_04,"Модульный дом 4"
house_old_modular_05,"Модульный дом 5"
house_old_modular_06,"Модульный дом 6"
house_old_modular_07,"Модульный дом 7"
house_old_modular_08,"Модульный дом 8"
house_old_pyramid_01,"Пирамидальный дом 1"
house_old_pyramid_02,"Пирамидальный дом 2"
house_old_pyramid_03,"Пирамидальный дом 3"
house_old_pyramid_04,"Пирамидальный дом 4"
house_old_pyramid_05,"Пирамидальный дом 5"
house_old_ranch_01,"Ранчо 1"
house_old_ranch_02,"Ранчо 2"
house_old_ranch_03,"Ранчо 3"
house_old_ranch_04,"Ранчо 4"
house_old_ranch_05,"Ранчо 5"
house_old_ranch_06,"Ранчо 6"
house_old_ranch_07,"Ранчо 7"
house_old_ranch_08,"Ранчо 8"
house_old_ranch_09,"Ранчо 9"
house_old_ranch_10,"Ранчо 10"
house_old_ranch_11,"Ранчо 11"
house_old_spanish_01,"Подозрительное ранчо"
house_old_tudor_01,"Тюдоровский дом 1"
house_old_tudor_02,"Тюдоровский дом 2"
house_old_tudor_03,"Тюдоровский дом 3"
house_old_tudor_04,"Тюдоровский дом 4"
house_old_tudor_05,"Тюдоровский дом 5"
house_old_tudor_06,"Тюдоровский дом 6"
house_old_victorian_01,"Викторианский дом 1"
house_old_victorian_02,"Викторианский дом 2"
house_old_victorian_03,"Викторианский дом 3"
house_old_victorian_04,"Викторианский дом 4"
house_old_victorian_05,"Викторианский дом 5"
house_old_victorian_06,"Викторианский дом 6"
house_old_victorian_07,"Викторианский дом 7"
house_old_victorian_08,"Викторианский дом 8"
house_old_victorian_09,"Викторианский дом 9"
house_old_victorian_10,"Викторианский дом 10"
house_old_victorian_11,"Викторианский дом 11"
house_old_victorian_12,"Викторианский дом 12"
house_old_victorian_13,"Викторианский дом 13"
housing_development_01,"Стройплощадка в тупике"
hwy_overpass_sign_01,"Знак эстакады"
indian_burial_grounds_01,"Места захоронения"
industrial_business_08,"Бумажная фабрика"
installation_red_mesa,"Красная Меза"
junkyard_lg_01,"Крупная свалка"
junkyard_med_01,"Средняя свалка"
large_park_01,"Большой парк"
lodge_01,"Домик в тупике"
lot_country_01,"Загородный участок"
lot_country_02,"Автосервис «Shade Tree»"
lot_downtown_filler_01,"Центр города Строительный участок"
lot_industrial_01,"Промышленный участок 1"
lot_industrial_02,"Промышленный участок 2"
lot_industrial_03,"Промышленный участок 3"
lot_industrial_04,"Промышленный участок 4"
lot_industrial_05,"Промышленный участок 5"
lot_industrial_06,"Промышленный участок 6"
lot_industrial_07,"Промышленный участок 7"
lot_industrial_08,"Промышленный участок 8"
lot_industrial_09,"Промышленный участок 9"
lot_industrial_10,"Промышленный участок 10"
lot_industrial_11,"Промышленный участок 11"
lot_industrial_12,"Промышленный участок 12"
lot_industrial_13,"Промышленный участок 13"
lot_industrial_14,"Промышленный участок 14"
lot_industrial_15,"Промышленный участок 15"
lot_industrial_16,"Промышленный участок 16"
lot_industrial_17,"Промышленный участок 17"
lot_industrial_18,"Промышленный участок 18"
lot_industrial_19,"Промышленный участок 19"
lot_industrial_20,"Промышленный участок 20"
lot_industrial_21,"Промышленный участок 21"
lot_rural_filler_01,"Сельское заполнение 1"
lot_rural_filler_02,"Сельское заполнение 2"
lot_rural_filler_03,"Сельское заполнение 3"
lot_rural_filler_04,"Сельское заполнение 4"
lot_rural_filler_05,"Сельское заполнение 5"
lot_rural_filler_06,"Сельское заполнение 6"
lot_rural_filler_07,"Сельское заполнение 7"
lot_rural_filler_08,"Сельское заполнение 8"
lot_rural_filler_09,"Сельское заполнение 9"
